,growth,value
2022-06-14,0.006746482436796824,-0.010359328542006037
2022-06-15,-0.008632298460841258,0.005094109823461479
2022-06-16,0.00723153872217325,0.022171164616893106
2022-06-17,0.003943400845837668,-0.018845318864370738
2022-06-20,0.015273616137856057,0.006025397709536256
2022-06-21,-0.009185218751313257,0.002416001182529014
2022-06-22,-0.02019799723590446,-0.015125035121815655
2022-06-23,0.026173430330938056,0.015775424859415105
2022-06-24,0.004745599270301685,0.01050613604925582
2022-06-27,-0.006212835540725916,0.002328256042757494
2022-06-28,0.012991641529121916,0.025406797253219624
2022-06-29,-0.008102322454257694,-0.016372146395409112
2022-06-30,-0.0026191830406848238,0.0008361076541470817
2022-07-01,-0.00938121306360464,0.0202102457747908
2022-07-04,-0.011539916770224238,0.040637414602979614
2022-07-05,-0.009314279345372616,-0.006468899787552379
2022-07-06,-0.010480478400717488,-0.014357780045915461
2022-07-07,0.006502986362063629,-0.01552252197664109
2022-07-08,-0.002078941014937961,-0.003479750342179542
2022-07-11,-0.007724929508515887,-0.005351881462686186
2022-07-12,-0.011494391015854071,-0.024133855880783178
2022-07-13,0.020613730480732007,0.015393256043783894
2022-07-14,-0.0032068484206470506,0.009453288202891048
2022-07-15,-0.03886095542786469,-0.062124064840383984
2022-07-18,0.04084179650998727,0.038180196480171784
2022-07-19,0.009473327683965638,0.021993181572165208
2022-07-20,0.00016138812992479414,0.009908679779829389
2022-07-21,-0.004204693521364442,0.005837464193214475
2022-07-22,0.022955117673302914,0.008532582990945815
2022-07-25,0.0308134610009932,0.00025155708043368154
2022-07-26,-0.0018186091487688116,0.006056864208875932
2022-07-27,-0.0034448047708197766,0.010123026944870116
2022-07-28,0.021792652995318993,0.003653865496198224
2022-07-29,0.043316566971006505,-0.00797023530256798
2022-08-01,0.03096452318839802,0.04340729163585573
2022-08-02,0.012519103675078873,0.00561760715796638
2022-08-03,0.04318157922770633,-0.04426117879140429
2022-08-04,-0.0014829632311029687,-0.025596314356394298
2022-08-05,0.02925007231717071,-0.0050840070766714415
2022-08-08,0.006740316716866254,0.0030092545620351
2022-08-09,-0.0016480277209930617,0.012667068905436372
2022-08-10,-0.003776917117041818,0.004142417166903056
2022-08-11,0.005145458535997061,0.010741487915342594
2022-08-12,-0.04646415336925761,0.021956376830057342
2022-08-15,-0.04467581560658622,0.0007100452108477261
2022-08-16,-0.010391670956740033,0.012223451431868896
2022-08-17,0.01991247798485781,0.0024252682311513146
2022-08-18,-0.006656611885113388,-0.009935713245381814
2022-08-19,-0.02151800048451986,-0.0035338820923227197
2022-08-22,-0.01711700316407629,0.013964162791574477
2022-08-23,0.025608090712219225,0.013947629429697739
2022-08-24,-0.033752248248001306,-0.027944815995216542
2022-08-25,-0.008421042929115155,-0.005015619623760648
2022-08-26,-0.002157335649844756,0.0036629816067547108
2022-08-29,0.004788156235054153,-0.001151822125145067
2022-08-30,-0.007026410808451091,0.021636163987759093
2022-08-31,-0.03588330730010338,-0.048051978301290765
2022-09-01,0.025951763342759376,0.037225379149086385
2022-09-02,0.009468413558631006,0.053819551396610155
2022-09-05,0.0014196314345653355,0.0420478348459878
2022-09-06,0.02226377425585611,0.04162462977115381
2022-09-07,0.01239474004801916,0.04490926225361327
2022-09-08,-0.02293375736680631,0.03266792768547474
2022-09-09,-0.0027718264049151607,0.03441796979105355
2022-09-13,-0.0032833372456734463,-0.045964582427503134
2022-09-14,0.028824840982649397,-0.04919807310027471
2022-09-15,0.017029409387966564,-0.013119129774303979
2022-09-16,-0.05412260381630887,-0.06451691781762428
2022-09-19,0.001219115619252463,-0.019548404140340307
2022-09-20,-0.0035421787914387834,0.015023611183597121
2022-09-21,0.003974670349871951,0.01030743905187054
2022-09-22,-0.013640634231743609,-0.016338167339970486
2022-09-23,-0.04392741487239503,-0.03803974747511092
2022-09-26,-0.003826034542869405,-0.018053219256944492
2022-09-27,0.014952914425853666,0.018134043527718784
2022-09-28,-0.05032099870661546,-0.02909615001547444
2022-09-29,-0.00941209954511527,-0.019643285787505224
2022-09-30,-0.008168496489296795,-0.015212877623968871
2022-10-10,-0.012193921826074743,-0.013586409129520319
2022-10-11,-0.012315205872907823,0.023885735023263254
2022-10-12,0.03682094566242102,0.019391715015359592
2022-10-13,0.03168892556395086,-0.0043332140864339825
2022-10-14,0.005596927587599976,0.019133133328256734
2022-10-17,0.012486951969566649,0.014533870772079563
2022-10-18,-0.002643374550314141,0.035369029894033954
2022-10-19,-0.006756857995471567,0.06897009436290033
2022-10-20,-0.009360693307043724,-0.021033547265850355
2022-10-21,-0.0008455168462137032,-0.023368305001440402
2022-10-24,-0.028141709277415137,-0.012024629077346251
2022-10-25,-0.0009827692831196738,-0.04393937776770433
2022-10-26,0.019410761468161588,0.002300364683441352
2022-10-27,0.002390508372277784,0.0030128733155403136
2022-10-28,-0.0458501220496463,-0.05334034933523873
2022-10-31,0.05173659205597967,-0.006767203322052984
2022-11-01,0.051523305537548164,0.016371242337209338
2022-11-02,0.04470176496400649,0.009937436009658386
2022-11-03,0.03891749139718239,0.011933124286411084
2022-11-04,0.05335321517938264,0.011984459673131788
2022-11-07,0.04903187506976892,0.015151025056265774
2022-11-08,0.043424357614728036,-0.007307929749736555
2022-11-09,0.04799395092068213,-0.005272415866405993
2022-11-10,0.049012410937959626,0.006760164282286363
2022-11-11,0.06956711777220331,0.006581344256669905
2022-11-14,-0.002563270114658766,-0.018323145625251662
2022-11-15,0.010578715052221136,0.018922029483820078
2022-11-16,-0.005160875445114134,0.017920992981018378
2022-11-17,0.0005015923220635735,-6.550923446761396e-05
2022-11-18,0.008480773674469762,-0.020185069331891514
2022-11-21,0.07519430248803076,0.013855865854603988
2022-11-22,-0.06946470916267979,0.019260631801624684
2022-11-23,-0.0524980296054754,-0.022134951982505587
2022-11-24,0.008538198913349273,0.0374764991894117
2022-11-25,-0.046495814801481204,0.025439010755857153
2022-11-28,-0.03462326541085015,0.008956753405907979
2022-11-29,0.04826007874385687,-0.013639834074493932
2022-11-30,0.06272786778058559,-0.0017154361746834646
2022-12-01,-0.012854014166617496,0.0014531568704214141
2022-12-02,-0.033317049108711486,0.0213606905269446
2022-12-05,0.01972742373097041,0.014607368709195899
2022-12-06,0.02226963435218806,0.005932875629212249
2022-12-07,0.019939036479118582,0.04879223478367459
2022-12-08,-0.0527103298975465,-0.0023529132535155006
2022-12-09,-0.0441339672376427,-0.02430236319334107
2022-12-12,0.01851766085909425,-0.021545174659097895
2022-12-13,0.0001881713277652598,0.0037942375069537487
2022-12-14,-0.0027580362126475386,-0.00296047440830584
2022-12-15,0.001365133136826005,0.0004986902303116844
