date,spot,iv30,term,skew,pcr,near,next,atm_near,atm_next,F_near,skew_clipped,n_rows
2022-07-22,7034.5975,0.23903848291347538,-0.002671753731397747,0.04255460104381295,0.9375786559275107,2208,2209,0.23939299135373124,0.2367212376223335,6955.2,False,150
2022-07-25,6948.9088,0.23555696500068546,0.0053898132116196595,0.026497058863366757,0.7358566810344828,2208,2209,0.23384329079771773,0.2392331040093374,6877.799999999999,False,150
2022-07-26,7027.4189,0.21937355042741166,0.005136142429236712,0.02146971127392805,0.7710616236597149,2208,2209,0.2174518024320642,0.2225879448613009,6977.8,False,156
2022-07-27,7099.4335,0.21982666548792396,0.00619681557840715,0.021821014923891546,0.9076274848746759,2208,2209,0.2171716734504961,0.22336848902890324,7063.0,False,156
2022-07-28,7150.198,0.22880292476006214,0.0014767758963078748,0.022448286333045686,1.0209145356022435,2208,2209,0.22809850938643028,0.22957528528273816,7115.799999999999,False,168
2022-07-29,7117.4341,0.23417846057025374,0.0022987042385214096,0.03587445241428147,1.0168990283058723,2208,2209,0.23296882735893737,0.23526753159745878,7090.4,False,168
2022-08-01,7180.4544,0.23773952029808765,-0.005604290445394872,0.04122674338208451,1.0337035618536958,2208,2209,0.24140745652809587,0.235803166082701,7138.2,False,168
2022-08-02,6957.9819,0.27398186503507094,-0.03197775121849089,0.07908865525865111,0.8961894819261386,2208,2209,0.29585726883002095,0.26387951761153006,6940.799999999999,False,168
2022-08-03,6916.6704,0.26240264243451317,-0.02089539542608454,0.06861519243769382,0.8940222399705106,2208,2209,0.2775631873423197,0.2566677919162352,6881.8,False,168
2022-08-04,6960.3118,0.24527430931193814,-0.006681465850960022,0.06865212972937598,0.8565759963195123,2208,2209,0.25038849832260657,0.24370703247164655,6899.0,False,168
2022-08-05,7090.0027,0.22505433672156974,0.0011855582110869567,0.04664062966542132,0.9616905865069499,2208,2209,0.22410539052230777,0.22529094873339472,7070.8,False,168
2022-08-08,7176.105,0.23274521622680105,-0.018542753686919128,0.04476651371376536,1.0608126386409134,2208,2209,0.24902576634324933,0.2304830126563302,7128.2,False,168
2022-08-09,7207.3961,0.23652703321577545,-0.0030016048671956674,0.04171365566100538,1.1433198380566802,2208,2209,0.23924112982355147,0.2362395249563558,7155.0,False,168
2022-08-10,7212.0752,0.23543812387209692,-0.005525344575324276,0.048661120200007596,1.1758642232403165,2208,2209,0.2405445696079639,0.2350192250326396,7168.0,False,174
2022-08-11,7294.4863,0.22852406155422356,0.00503456644789535,-0.0013043626591494328,1.2062165948835037,2208,2209,0.22377419667049286,0.22880876311838821,7275.8,False,174
2022-08-12,7228.8345,0.21975090825335897,0.013105681445702927,0.0217574628993214,1.1775561097256857,2208,2209,0.20717569130945981,0.22028137275516274,7222.0,False,186
2022-08-15,7283.5,0.218601985917537,0.002755618688037309,0.019960915588315448,1.2296340912513175,2209,2210,0.21166046272662226,0.21441608141465957,7212.0,False,186
2022-08-16,7324.6198,0.20301247321754817,0.0037791964165187486,0.01777281678868506,1.23165581996125,2209,2210,0.19971123738369884,0.20349043380021758,7255.2,False,186
2022-08-17,7328.6735,0.19442502863455544,-0.0029417940578640722,0.01404917380530779,1.1763985107686508,2209,2210,0.19442502863455544,0.19148323457669136,7278.2,False,186
2022-08-18,7351.4373,0.2012080212783079,9.569724965644011e-05,0.02825749781834208,1.2205004812319538,2209,2210,0.2012021870005182,0.20129788425017464,7309.8,False,186
2022-08-19,7234.4052,0.19485863700057474,0.008758549894429674,0.037356000635606845,1.3177102293410994,2209,2210,0.1937868235332311,0.20254537342766077,7186.799999999999,False,186
2022-08-22,7288.5766,0.1985892681723796,-0.0027106609756516464,0.04563801960136063,1.2227283820060197,2209,2210,0.19935996725241667,0.19664930627676502,7235.8,False,178
2022-08-23,7306.0209,0.19613813960742685,0.003113175162351295,0.039312251934884135,1.2249487198966802,2209,2210,0.19508303336375163,0.19819620852610292,7253.2,False,180
2022-08-24,7039.4103,0.2201390583655517,-0.013578035135404176,0.03872885215003505,1.0154602951510892,2209,2210,0.2252899024969437,0.21171186736153952,6971.400000000001,False,180
2022-08-25,7016.3057,0.21598720340616498,-0.0069675364769505865,0.04170687018079877,0.9469222671616156,2209,2210,0.2189854927665969,0.21201795628964631,6946.0,False,184
2022-08-26,6980.1803,0.21024782464732333,-0.003177853367325345,0.032235768436788714,0.8970250574024159,2209,2210,0.2117671997082995,0.20858934634097415,6918.8,False,184
2022-08-29,7021.3148,0.21856975028204617,-0.0069439337633381,0.05084913022409765,0.9416037327432777,2209,2210,0.22274944528789506,0.21580551152455696,6953.8,False,186
2022-08-30,6976.7218,0.22338176281592098,-0.022891116568125036,0.05123460038540789,0.9245324824957901,2209,2210,0.23785015444453372,0.2149590378764087,6936.4,False,186
2022-08-31,6750.7429,0.2238532859587394,-0.014107149577603895,0.03925918778567497,0.7446959819841176,2209,2210,0.23334940060114856,0.21924225102354467,6712.8,False,186
2022-09-01,6717.1001,0.22526019343003056,-0.013965295632505731,0.045396721724831196,0.746212977617002,2209,2210,0.23514704068524886,0.22118174505274313,6685.2,False,204
2022-09-02,6776.8268,0.22221693971902517,-0.019194006314165485,0.03688038099298102,0.7903555993631056,2209,2210,0.23639161010335222,0.21719760378918673,6737.8,False,204
2022-09-05,6791.0921,0.2225590676080701,-0.022995175463781492,0.029196824469432253,0.7925397696105321,2209,2210,0.2415340056628832,0.2185388301991017,6751.200000000001,False,204
2022-09-06,6919.6464,0.20641921272240946,-0.00017292104000818376,0.042881720544383356,0.8943187102774763,2209,2210,0.20656742188778204,0.20639450084777386,6880.6,False,204
2022-09-07,6963.5196,0.2002271810415312,0.0047243969588349755,0.04888357810272245,0.9607620686957202,2209,2210,0.19606382585629978,0.20078822281513475,6919.0,False,204
2022-09-08,6897.0996,0.1948656461178662,0.01847563361886173,0.02742354310674991,0.897056598062954,2209,2210,0.17814180528662765,0.19661743890548938,6874.0,False,204
2022-09-09,6913.579,0.18489345809635452,0.020375477879107845,0.01510204338623572,0.899653327304243,2209,2210,0.16606536918976403,0.18644084706887187,6910.8,False,204
2022-09-13,6904.0775,0.2125791990271094,0.015269071585414323,0.02515554271206019,0.9395159786702465,2210,2211,0.18888157496795246,0.2041506465533668,6834.6,False,204
