date,pair_01_factor_20,pair_02_factor_20,pair_03_factor_20,pair_04_factor_20,raw_signal_20,factor_value_raw,factor_value
2014-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-05,-0.4031,-0.724,-0.5678,-0.7574,-0.6131,-0.6131,-0.1226
2014-03-06,-0.4478,-0.8,-0.5986,-0.8154,-0.6655,-0.6655,-0.2557
2014-03-07,-0.4264,-0.7398,-0.6129,-0.7395,-0.6296,-0.6296,-0.3816
2014-03-10,-0.5258,-0.5799,-0.5494,-0.8306,-0.6214,-0.6214,-0.5059
2014-03-11,0.1401,-0.5813,-0.492,-0.7604,-0.4234,-0.4234,-0.5906
2014-03-12,0.1215,-0.5314,-0.4493,-0.5824,-0.3604,-0.3604,-0.5401
2014-03-13,0.5326,-0.436,-0.2234,-0.5199,-0.1617,-0.1617,-0.4393
2014-03-14,0.3756,-0.4909,-0.0759,-0.4359,-0.1568,-0.1568,-0.3447
2014-03-17,0.2732,-0.6173,-0.0805,-0.3463,-0.1927,-0.1927,-0.259
2014-03-18,0.036,-0.5385,0.0811,-0.2296,-0.1628,-0.1628,-0.2069
2014-03-19,-0.4115,-0.5252,-0.0585,-0.1204,-0.2789,-0.2789,-0.1906
2014-03-20,-0.5322,-0.412,-0.124,-0.1398,-0.302,-0.302,-0.2186
2014-03-21,-0.5899,-0.5484,-0.3737,-0.3939,-0.4765,-0.4765,-0.2826
2014-03-24,-0.809,-0.695,-0.6285,-0.4933,-0.6565,-0.6565,-0.3753
2014-03-25,-0.5519,-0.7018,-0.6191,-0.5607,-0.6084,-0.6084,-0.4644
2014-03-26,-0.6234,-0.6623,-0.5079,-0.1487,-0.4856,-0.4856,-0.5058
2014-03-27,-0.1732,-0.5558,-0.4521,0.3345,-0.2116,-0.2116,-0.4877
2014-03-28,-0.8616,-0.5947,-0.5189,0.1355,-0.4599,-0.4599,-0.4844
2014-03-31,-0.8581,-0.4748,-0.3832,0.1777,-0.3846,-0.3846,-0.43
2014-04-01,-0.631,-0.3841,-0.3349,0.3284,-0.2554,-0.2554,-0.3594
2014-04-02,-0.7527,-0.4889,-0.5621,0.3304,-0.3683,-0.3683,-0.336
2014-04-03,-0.5639,-0.2236,-0.483,0.4651,-0.2013,-0.2013,-0.3339
2014-04-04,-0.6212,-0.3889,-0.3731,0.4541,-0.2323,-0.2323,-0.2884
2014-04-08,-0.5852,-0.499,-0.4217,0.5192,-0.2467,-0.2467,-0.2608
2014-04-09,-0.7329,-0.3462,-0.108,0.536,-0.1628,-0.1628,-0.2423
2014-04-10,-0.8945,-0.3601,-0.1305,0.4449,-0.235,-0.235,-0.2156
2014-04-11,-0.843,-0.2946,-0.4665,0.3364,-0.3169,-0.3169,-0.2387
2014-04-14,-0.7559,-0.3031,-0.6284,-0.0574,-0.4362,-0.4362,-0.2795
2014-04-15,-0.7123,-0.052,-0.6305,0.0634,-0.3329,-0.3329,-0.2968
2014-04-16,-0.6746,-0.1065,-0.6963,-0.2352,-0.4281,-0.4281,-0.3498
2014-04-17,-0.4082,0.2312,-0.568,-0.1083,-0.2133,-0.2133,-0.3455
2014-04-18,-0.0379,0.2821,-0.4608,0.0558,-0.0402,-0.0402,-0.2901
2014-04-21,-0.0831,0.5516,0.0426,0.1145,0.1564,0.1564,-0.1716
2014-04-22,0.1187,0.7046,0.3337,0.1938,0.3377,0.3377,-0.0375
2014-04-23,0.2483,0.7375,0.3495,0.1819,0.3793,0.3793,0.124
2014-04-24,0.1207,0.6327,0.1655,0.0479,0.2417,0.2417,0.215
2014-04-25,0.0324,0.6296,0.4433,0.4236,0.3822,0.3822,0.2995
2014-04-28,0.2854,0.5361,0.6441,0.2684,0.4335,0.4335,0.3549
2014-04-29,0.2874,0.4292,0.4105,0.339,0.3665,0.3665,0.3607
2014-04-30,0.2633,0.5711,0.2564,-0.1778,0.2282,0.2282,0.3304
2014-05-05,0.4444,0.7993,0.6138,-0.144,0.4284,0.4284,0.3678
2014-05-06,0.421,0.709,0.6348,-0.0798,0.4213,0.4213,0.3756
2014-05-07,0.1277,0.7021,0.5298,-0.0957,0.316,0.316,0.3521
2014-05-08,-0.1007,0.6471,0.5315,0.2495,0.3319,0.3319,0.3451
2014-05-09,-0.2254,0.5161,0.4113,0.0508,0.1882,0.1882,0.3371
2014-05-12,0.2329,0.4913,0.3485,-0.3658,0.1767,0.1767,0.2868
2014-05-13,0.0789,0.4004,0.4102,-0.4061,0.1208,0.1208,0.2267
2014-05-14,-0.1043,0.5146,0.5354,-0.1017,0.211,0.211,0.2057
2014-05-15,-0.2633,0.4949,0.5116,-0.5126,0.0577,0.0577,0.1509
2014-05-16,-0.1847,0.4721,0.4292,-0.1076,0.1522,0.1522,0.1437
2014-05-19,-0.4584,0.4672,0.5128,-0.2205,0.0753,0.0753,0.1234
2014-05-20,-0.591,0.4229,0.5995,-0.1374,0.0735,0.0735,0.1139
2014-05-21,-0.4754,0.4285,0.4326,-0.1675,0.0545,0.0545,0.0826
2014-05-22,-0.3777,0.6924,0.605,0.1259,0.2614,0.2614,0.1234
2014-05-23,-0.3129,0.7256,0.7019,0.4972,0.403,0.403,0.1735
2014-05-26,-0.0208,0.807,0.7028,0.5148,0.501,0.501,0.2587
2014-05-27,0.2191,0.7915,0.6593,-0.3175,0.3381,0.3381,0.3116
2014-05-28,0.4182,0.8807,0.6799,0.468,0.6117,0.6117,0.423
2014-05-29,0.259,0.867,0.6418,0.6891,0.6142,0.6142,0.4936
2014-05-30,0.0254,0.8333,0.6836,0.8764,0.6047,0.6047,0.5339
2014-06-03,-0.1007,0.7789,0.6062,0.745,0.5074,0.5074,0.5352
2014-06-04,-0.2066,0.7672,0.5795,0.6944,0.4586,0.4586,0.5593
2014-06-05,0.1404,0.7239,0.6513,0.7764,0.573,0.573,0.5516
2014-06-06,0.2077,0.7406,0.7096,0.6816,0.5849,0.5849,0.5457
2014-06-09,0.1778,0.7157,0.62,0.5815,0.5237,0.5237,0.5295
2014-06-10,0.2797,0.717,0.6664,0.8054,0.6171,0.6171,0.5515
2014-06-11,0.2866,0.7432,0.6712,0.8104,0.6278,0.6278,0.5853
2014-06-12,0.3408,0.7486,0.6372,0.8787,0.6513,0.6513,0.601
2014-06-13,0.4102,0.6783,0.6269,0.8556,0.6427,0.6427,0.6125
2014-06-16,0.408,0.6676,0.7385,0.808,0.6555,0.6555,0.6389
2014-06-17,0.6419,0.6439,0.6663,0.7093,0.6653,0.6653,0.6485
2014-06-18,0.7472,0.6051,0.5992,0.6661,0.6544,0.6544,0.6539
2014-06-19,0.4325,0.5652,0.5361,0.6513,0.5463,0.5463,0.6329
2014-06-20,0.6073,0.4072,0.4692,0.66,0.5359,0.5359,0.6115
2014-06-23,0.7004,0.4197,0.4659,0.6421,0.557,0.557,0.5918
2014-06-24,0.5563,0.2824,0.3241,0.5969,0.4399,0.4399,0.5467
2014-06-25,0.5075,0.2877,0.3007,0.7121,0.452,0.452,0.5062
2014-06-26,0.5561,0.13,0.1252,0.6411,0.3631,0.3631,0.4696
2014-06-27,0.7038,-0.1099,0.1025,0.3821,0.2696,0.2696,0.4163
2014-06-30,0.7245,-0.2257,0.1741,0.1174,0.1976,0.1976,0.3444
2014-07-01,0.8021,-0.3004,0.1958,0.3162,0.2534,0.2534,0.3071
2014-07-02,0.7225,-0.3745,0.1203,0.2421,0.1776,0.1776,0.2523
2014-07-03,0.6973,-0.3321,0.0807,-0.0007,0.1113,0.1113,0.2019
2014-07-04,0.6595,-0.3046,-0.0543,0.0285,0.0823,0.0823,0.1644
2014-07-07,0.6505,-0.3446,-0.0255,0.3404,0.1552,0.1552,0.156
2014-07-08,0.5936,-0.3467,-0.0814,0.1356,0.0753,0.0753,0.1203
2014-07-09,0.3395,-0.4352,-0.0747,-0.018,-0.0471,-0.0471,0.0754
2014-07-10,0.2336,-0.6365,-0.4948,-0.3308,-0.3071,-0.3071,-0.0083
2014-07-11,0.2511,-0.6317,-0.6425,-0.2458,-0.3172,-0.3172,-0.0882
2014-07-14,0.3134,-0.6393,-0.7751,-0.2823,-0.3458,-0.3458,-0.1884
2014-07-15,0.288,-0.7005,-0.8605,-0.5443,-0.4543,-0.4543,-0.2943
2014-07-16,-0.0846,-0.6742,-0.9172,-0.7262,-0.6006,-0.6006,-0.405
2014-07-17,0.0138,-0.6648,-0.8891,-0.6282,-0.5421,-0.5421,-0.452
2014-07-18,-0.0624,-0.6821,-0.8828,-0.7683,-0.5989,-0.5989,-0.5083
2014-07-21,-0.1723,-0.6806,-0.8816,-0.8333,-0.642,-0.642,-0.5676
2014-07-22,-0.1776,-0.6618,-0.8201,-0.794,-0.6134,-0.6134,-0.5994
2014-07-23,-0.5051,-0.6759,-0.8292,-0.7928,-0.7008,-0.7008,-0.6194
2014-07-24,-0.6925,-0.7307,-0.8456,-0.8555,-0.7811,-0.7811,-0.6672
2014-07-25,-0.796,-0.6196,-0.7979,-0.7634,-0.7442,-0.7442,-0.6963
2014-07-28,-0.795,-0.6444,-0.7793,-0.6715,-0.7226,-0.7226,-0.7124
2014-07-29,-0.6943,-0.5945,-0.7361,-0.5396,-0.6411,-0.6411,-0.7179
2014-07-30,-0.5214,-0.5022,-0.6658,-0.517,-0.5516,-0.5516,-0.6881
2014-07-31,-0.5577,-0.5429,-0.6992,-0.4414,-0.5603,-0.5603,-0.644
2014-08-01,-0.4705,-0.5306,-0.6865,-0.3556,-0.5108,-0.5108,-0.5973
2014-08-04,-0.5561,-0.4787,-0.6839,-0.4863,-0.5513,-0.5513,-0.563
2014-08-05,-0.4371,-0.4931,-0.6408,-0.4656,-0.5091,-0.5091,-0.5366
2014-08-06,-0.1836,-0.4821,-0.6255,-0.5005,-0.4479,-0.4479,-0.5159
2014-08-07,-0.0371,-0.3496,-0.4785,-0.3979,-0.3158,-0.3158,-0.467
2014-08-08,0.1577,-0.187,-0.3706,-0.294,-0.1735,-0.1735,-0.3995
2014-08-11,0.0235,-0.0787,-0.3084,-0.2891,-0.1632,-0.1632,-0.3219
2014-08-12,0.1013,0.1057,-0.2133,-0.0597,-0.0165,-0.0165,-0.2234
2014-08-13,0.2195,0.0358,-0.0857,0.2111,0.0952,0.0952,-0.1148
2014-08-14,0.3466,0.0319,-0.0141,0.1514,0.129,0.129,-0.0258
2014-08-15,0.1158,0.1267,0.0914,0.3527,0.1716,0.1716,0.0432
2014-08-18,0.0643,0.0796,0.2296,0.3332,0.1767,0.1767,0.1112
2014-08-19,0.092,0.2387,0.2851,0.3991,0.2537,0.2537,0.1652
2014-08-20,0.5099,0.3301,0.3794,0.1415,0.3402,0.3402,0.2142
2014-08-21,0.706,0.7015,0.563,0.5993,0.6424,0.6424,0.3169
2014-08-22,0.7212,0.5614,0.6029,0.6672,0.6382,0.6382,0.4103
2014-08-25,0.6795,0.6884,0.5495,0.5139,0.6079,0.6079,0.4965
2014-08-26,0.4337,0.6664,0.4738,0.385,0.4897,0.4897,0.5437
2014-08-27,0.3963,0.4861,0.4206,0.2453,0.3871,0.3871,0.5531
2014-08-28,0.365,0.5538,0.4531,0.4296,0.4503,0.4503,0.5146
2014-08-29,0.3836,0.3937,0.5509,0.2103,0.3846,0.3846,0.4639
2014-09-01,0.6343,0.4569,0.675,0.0096,0.4439,0.4439,0.4311
2014-09-02,0.5598,0.4531,0.6039,0.0377,0.4136,0.4136,0.4159
2014-09-03,0.5085,0.4731,0.6504,0.5047,0.5342,0.5342,0.4453
2014-09-04,0.4321,0.268,0.5633,0.3839,0.4118,0.4118,0.4376
2014-09-05,0.2928,-0.2078,0.4122,0.3128,0.2025,0.2025,0.4012
2014-09-09,0.2485,-0.3616,0.4234,0.4219,0.183,0.183,0.349
2014-09-10,0.2615,-0.3798,0.4861,0.3091,0.1693,0.1693,0.3002
2014-09-11,0.3259,-0.0522,0.5352,0.1775,0.2466,0.2466,0.2426
2014-09-12,0.2916,-0.1517,0.4439,-0.1174,0.1166,0.1166,0.1836
2014-09-15,0.3759,-0.0724,0.3288,-0.4471,0.0463,0.0463,0.1524
2014-09-16,-0.189,-0.1149,0.1075,0.0227,-0.0434,-0.0434,0.1071
2014-09-17,-0.2363,-0.2683,-0.021,-0.1014,-0.1567,-0.1567,0.0419
2014-09-18,-0.1172,-0.0438,0.0512,0.2752,0.0414,0.0414,0.0008
2014-09-19,-0.2302,-0.311,-0.0064,0.0307,-0.1292,-0.1292,-0.0483
2014-09-22,0.0573,-0.1578,-0.0408,0.0884,-0.0132,-0.0132,-0.0602
2014-09-23,0.1793,-0.1047,-0.0948,0.3917,0.0929,0.0929,-0.033
2014-09-24,0.0495,-0.3422,-0.1353,0.4829,0.0137,0.0137,0.0011
2014-09-25,-0.1597,-0.2801,-0.2134,0.8504,0.0493,0.0493,0.0027
2014-09-26,-0.0412,-0.2703,-0.2975,0.4051,-0.051,-0.051,0.0183
2014-09-29,0.0353,-0.2954,-0.3863,0.3076,-0.0847,-0.0847,0.004
2014-09-30,-0.2524,0.0493,-0.4345,0.7144,0.0192,0.0192,-0.0107
2014-10-08,0.0842,0.349,-0.4461,0.8979,0.2213,0.2213,0.0308
2014-10-09,-0.1354,-0.069,-0.6012,0.7936,-0.003,-0.003,0.0204
2014-10-10,-0.0712,0.0917,-0.6268,0.869,0.0657,0.0657,0.0437
2014-10-13,-0.0127,0.1744,-0.5734,0.7816,0.0925,0.0925,0.0791
2014-10-14,-0.174,0.433,-0.559,0.6671,0.0918,0.0918,0.0936
2014-10-15,-0.49,0.4369,-0.5799,0.7787,0.0364,0.0364,0.0567
2014-10-16,-0.6792,0.1749,-0.6115,0.6573,-0.1146,-0.1146,0.0343
2014-10-17,-0.3228,0.5098,-0.596,0.7259,0.0792,0.0792,0.0371
2014-10-20,-0.2167,0.5012,-0.422,0.8432,0.1764,0.1764,0.0538
2014-10-21,0.482,0.6634,-0.2894,0.6738,0.3825,0.3825,0.112
2014-10-22,0.1148,0.7115,-0.1545,0.6767,0.3371,0.3371,0.1721
2014-10-23,-0.3688,0.61,-0.123,0.7147,0.2082,0.2082,0.2367
2014-10-24,-0.3122,0.7285,-0.2854,0.6574,0.1971,0.1971,0.2603
2014-10-27,-0.4484,0.7056,-0.2065,0.4923,0.1357,0.1357,0.2521
2014-10-28,-0.7749,0.51,-0.2584,0.3599,-0.0409,-0.0409,0.1675
2014-10-29,-0.8642,0.4389,-0.4049,0.2588,-0.1428,-0.1428,0.0715
2014-10-30,-0.9388,0.2516,-0.4996,-0.0052,-0.298,-0.298,-0.0298
2014-10-31,-0.9432,-0.0669,-0.5011,0.1471,-0.341,-0.341,-0.1374
2014-11-03,-0.9473,-0.334,-0.5812,0.1927,-0.4175,-0.4175,-0.248
2014-11-04,-0.957,-0.7062,-0.5952,-0.1353,-0.5984,-0.5984,-0.3595
2014-11-05,-0.9333,-0.8194,-0.6311,-0.4288,-0.7032,-0.7032,-0.4716
2014-11-06,-0.8737,-0.6884,-0.564,-0.3978,-0.631,-0.631,-0.5382
2014-11-07,-0.8246,-0.6168,-0.5145,-0.5927,-0.6371,-0.6371,-0.5974
2014-11-10,-0.831,-0.7733,-0.6705,-0.6965,-0.7428,-0.7428,-0.6625
2014-11-11,-0.7931,-0.7534,-0.6186,-0.4281,-0.6483,-0.6483,-0.6725
2014-11-12,-0.7461,-0.8504,-0.7069,-0.5796,-0.7208,-0.7208,-0.676
2014-11-13,-0.7471,-0.822,-0.8041,-0.6963,-0.7674,-0.7674,-0.7033
2014-11-14,-0.7487,-0.7676,-0.7114,-0.6164,-0.711,-0.711,-0.7181
2014-11-17,-0.6745,-0.7282,-0.7205,-0.6328,-0.689,-0.689,-0.7073
2014-11-18,-0.5959,-0.7886,-0.6945,-0.6782,-0.6893,-0.6893,-0.7155
2014-11-19,-0.4932,-0.7015,-0.5578,-0.5443,-0.5742,-0.5742,-0.6862
2014-11-20,-0.5066,-0.7368,-0.68,-0.6794,-0.6507,-0.6507,-0.6628
2014-11-21,-0.5381,-0.7561,-0.649,-0.6013,-0.6361,-0.6361,-0.6479
2014-11-24,-0.6539,-0.7769,-0.7472,-0.6524,-0.7076,-0.7076,-0.6516
2014-11-25,-0.563,-0.6792,-0.5784,-0.625,-0.6114,-0.6114,-0.636
2014-11-26,-0.4918,-0.5449,-0.2319,-0.493,-0.4404,-0.4404,-0.6093
2014-11-27,-0.302,-0.4865,-0.0617,-0.4177,-0.317,-0.317,-0.5425
2014-11-28,-0.2871,-0.3372,0.2998,-0.3032,-0.1569,-0.1569,-0.4467
2014-12-01,-0.2375,-0.1746,0.5126,-0.2161,-0.0289,-0.0289,-0.3109
2014-12-02,-0.064,-0.1849,0.3163,-0.1895,-0.0305,-0.0305,-0.1947
2014-12-03,0.0748,-0.1738,0.4774,-0.2056,0.0432,0.0432,-0.098
2014-12-04,-0.1223,-0.1887,0.3201,-0.2518,-0.0607,-0.0607,-0.0468
2014-12-05,-0.1542,-0.2151,0.2258,0.0453,-0.0245,-0.0245,-0.0203
2014-12-08,-0.4391,-0.3199,-0.252,0.1566,-0.2136,-0.2136,-0.0572
2014-12-09,-0.1979,-0.5159,-0.5653,-0.3232,-0.4006,-0.4006,-0.1312
2014-12-10,-0.0126,-0.518,-0.5271,-0.1532,-0.3027,-0.3027,-0.2004
2014-12-11,0.2153,-0.4798,-0.4724,0.0038,-0.1833,-0.1833,-0.2249
2014-12-12,0.1651,-0.5303,-0.163,-0.1076,-0.1589,-0.1589,-0.2518
2014-12-15,0.1063,-0.4174,-0.0948,-0.2223,-0.1571,-0.1571,-0.2405
2014-12-16,-0.4479,-0.4982,-0.2576,-0.2606,-0.3661,-0.3661,-0.2336
2014-12-17,-0.6178,-0.5966,-0.518,-0.4937,-0.5565,-0.5565,-0.2844
2014-12-18,-0.6974,-0.4961,-0.1513,-0.5564,-0.4753,-0.4753,-0.3428
2014-12-19,-0.887,-0.6668,-0.5138,-0.8062,-0.7185,-0.7185,-0.4547
2014-12-22,-0.9041,-0.7001,-0.7589,-0.8796,-0.8107,-0.8107,-0.5854
2014-12-23,-0.7815,-0.7312,-0.6617,-0.8024,-0.7442,-0.7442,-0.661
2014-12-24,-0.3423,-0.682,-0.5601,-0.8835,-0.617,-0.617,-0.6731
2014-12-25,-0.6542,-0.7752,-0.7019,-0.9058,-0.7593,-0.7593,-0.7299
2014-12-26,-0.7256,-0.8685,-0.8809,-0.8748,-0.8375,-0.8375,-0.7537
2014-12-29,-0.7895,-0.8935,-0.9392,-0.8925,-0.8787,-0.8787,-0.7673
2014-12-30,-0.7672,-0.816,-0.8904,-0.776,-0.8124,-0.8124,-0.781
2014-12-31,-0.796,-0.782,-0.8786,-0.7521,-0.8022,-0.8022,-0.818
2015-01-05,-0.7669,-0.8442,-0.9157,-0.803,-0.8325,-0.8325,-0.8326
2015-01-06,-0.635,-0.6788,-0.7689,-0.7978,-0.7201,-0.7201,-0.8092
2015-01-07,-0.4175,-0.4558,-0.4806,-0.7802,-0.5335,-0.5335,-0.7401
2015-01-08,-0.3779,0.0714,0.063,-0.6737,-0.2293,-0.2293,-0.6235
2015-01-09,-0.5649,0.3984,0.2577,-0.6015,-0.1276,-0.1276,-0.4886
2015-01-12,-0.3873,0.6351,0.6149,-0.2952,0.1419,0.1419,-0.2937
2015-01-13,-0.2376,0.6881,0.4926,-0.2084,0.1837,0.1837,-0.113
2015-01-14,-0.2223,0.6694,0.3808,-0.1962,0.1579,0.1579,0.0253
2015-01-15,-0.215,0.5515,0.2078,-0.1599,0.0961,0.0961,0.0904
2015-01-16,-0.0652,0.6897,0.3874,-0.0126,0.2498,0.2498,0.1659
2015-01-19,0.5692,0.878,0.7301,0.3476,0.6312,0.6312,0.2638
2015-01-20,0.8321,0.9133,0.8343,0.6232,0.8007,0.8007,0.3872
2015-01-21,0.7944,0.8621,0.8344,0.7305,0.8054,0.8054,0.5166
2015-01-22,0.6915,0.8356,0.7768,0.7275,0.7579,0.7579,0.649
2015-01-23,0.3402,0.7554,0.6475,0.741,0.621,0.621,0.7232
2015-01-26,0.6088,0.7487,0.6723,0.7163,0.6865,0.6865,0.7343
2015-01-27,0.6944,0.7687,0.7488,0.6931,0.7263,0.7263,0.7194
2015-01-28,0.7675,0.7738,0.8134,0.7536,0.7771,0.7771,0.7137
2015-01-29,0.7771,0.7202,0.7706,0.679,0.7367,0.7367,0.7095
2015-01-30,0.8009,0.7296,0.735,0.6415,0.7267,0.7267,0.7307
2015-02-02,0.8698,0.804,0.8398,0.7255,0.8098,0.8098,0.7553
2015-02-03,0.7841,0.7131,0.7537,0.6978,0.7372,0.7372,0.7575
2015-02-04,0.7737,0.679,0.752,0.744,0.7372,0.7372,0.7495
2015-02-05,0.7338,0.6041,0.6707,0.7734,0.6955,0.6955,0.7413
2015-02-06,0.7543,0.5766,0.6244,0.7169,0.668,0.668,0.7295
2015-02-09,0.67,0.4309,0.4812,0.5501,0.5331,0.5331,0.6742
2015-02-10,0.6191,0.3733,0.4507,0.5537,0.4992,0.4992,0.6266
2015-02-11,0.5904,0.3315,0.5037,0.556,0.4954,0.4954,0.5782
2015-02-12,0.6657,0.4383,0.5735,0.5788,0.5641,0.5641,0.552
2015-02-13,0.6623,0.3479,0.5155,0.5458,0.5179,0.5179,0.5219
2015-02-16,0.5336,0.1344,0.3111,0.4669,0.3615,0.3615,0.4876
2015-02-17,0.423,0.0549,0.2133,0.4081,0.2748,0.2748,0.4427
2015-02-25,0.5395,0.1157,0.2417,0.4567,0.3384,0.3384,0.4113
2015-02-26,0.4167,-0.0307,0.1688,0.3125,0.2168,0.2168,0.3419
2015-02-27,0.4594,0.0101,0.3181,0.3558,0.2859,0.2859,0.2955
2015-03-02,0.4369,0.0553,0.4011,0.4146,0.327,0.327,0.2886
2015-03-03,0.4425,-0.0125,0.4176,0.432,0.3199,0.3199,0.2976
2015-03-04,0.4821,0.0148,0.4392,0.4753,0.3528,0.3528,0.3005
2015-03-05,0.5152,0.0574,0.4848,0.507,0.3911,0.3911,0.3353
2015-03-06,0.3552,-0.1202,0.3846,0.4041,0.2559,0.2559,0.3293
2015-03-09,0.1612,-0.2927,0.2753,0.3664,0.1276,0.1276,0.2895
2015-03-10,0.282,-0.3348,0.2814,0.3073,0.134,0.134,0.2523
2015-03-11,0.2656,-0.3311,0.1,0.3121,0.0867,0.0867,0.199
2015-03-12,0.0552,-0.5161,-0.1589,0.1148,-0.1263,-0.1263,0.0956
2015-03-13,-0.0252,-0.581,-0.0767,0.1407,-0.1356,-0.1356,0.0173
2015-03-16,-0.049,-0.5441,0.0095,0.2885,-0.0738,-0.0738,-0.023
2015-03-17,-0.2138,-0.6401,-0.1189,0.1088,-0.216,-0.216,-0.093
2015-03-18,-0.4112,-0.6572,-0.2816,-0.0972,-0.3618,-0.3618,-0.1827
2015-03-19,-0.4462,-0.7195,-0.325,-0.2007,-0.4229,-0.4229,-0.242
2015-03-20,-0.5396,-0.6289,-0.3509,-0.3429,-0.4656,-0.4656,-0.308
2015-03-23,-0.5852,-0.6302,-0.3605,-0.4433,-0.5048,-0.5048,-0.3942
2015-03-24,-0.4908,-0.5444,0.0969,-0.0077,-0.2365,-0.2365,-0.3983
2015-03-25,-0.3823,-0.3932,0.3716,-0.0613,-0.1163,-0.1163,-0.3492
2015-03-26,-0.4779,-0.4289,-0.054,-0.4955,-0.3641,-0.3641,-0.3374
2015-03-27,-0.4049,-0.3716,-0.2226,-0.7647,-0.4409,-0.4409,-0.3325
2015-03-30,-0.6517,-0.541,-0.7794,-0.9003,-0.7181,-0.7181,-0.3752
2015-03-31,-0.5442,-0.2636,-0.5041,-0.8032,-0.5288,-0.5288,-0.4336
2015-04-01,-0.6056,-0.1299,-0.384,-0.9067,-0.5065,-0.5065,-0.5117
2015-04-02,-0.578,-0.0751,-0.2746,-0.8928,-0.4551,-0.4551,-0.5299
2015-04-03,-0.3762,0.0556,0.1388,-0.8338,-0.2539,-0.2539,-0.4925
2015-04-07,-0.4658,0.0444,0.1598,-0.8483,-0.2774,-0.2774,-0.4044
2015-04-08,-0.736,-0.0203,-0.1069,-0.8529,-0.429,-0.429,-0.3844
2015-04-09,-0.6984,0.1188,0.3207,-0.8092,-0.267,-0.267,-0.3365
2015-04-10,-0.5389,0.4439,0.5806,-0.8116,-0.0815,-0.0815,-0.2618
2015-04-13,-0.6505,0.4316,0.0888,-0.8638,-0.2485,-0.2485,-0.2607
2015-04-14,-0.7063,0.2548,-0.2801,-0.8569,-0.3972,-0.3972,-0.2846
2015-04-15,-0.7803,0.2573,-0.6161,-0.8058,-0.4862,-0.4862,-0.2961
2015-04-16,-0.7543,0.1303,-0.6617,-0.7383,-0.506,-0.506,-0.3439
2015-04-17,-0.8339,-0.0225,-0.8356,-0.7368,-0.6072,-0.6072,-0.449
2015-04-20,-0.8477,-0.5432,-0.871,-0.6407,-0.7257,-0.7257,-0.5444
2015-04-21,-0.7083,-0.4165,-0.824,-0.6489,-0.6494,-0.6494,-0.5949
2015-04-22,-0.6294,-0.6701,-0.8448,-0.7254,-0.7174,-0.7174,-0.6411
