date,spot,iv30,term,skew,pcr,near,next,atm_near,atm_next,F_near,skew_clipped,n_rows
2019-12-23,3967.0962,0.22902045267634277,0.008858858576585249,-0.013861216280675798,0.7472429210134128,2002,2003,0.16194191511785477,0.17080077369444002,3991.2,False,168
2019-12-24,3992.9581,0.2129844137268421,0.005286409959012112,-0.013067481285778726,0.7723342939481268,2002,2003,0.15187365482236106,0.15716006478137318,4012.4,False,180
2019-12-25,3990.8671,0.2053744324542303,0.005313237410196181,-0.01316604753285136,0.7989840348330914,2002,2003,0.1477042551377884,0.15301749254798458,4011.8,False,180
2019-12-26,4025.9879,0.19741498940939106,0.010152300690692562,-0.007979092019590434,0.8223520398391113,2002,2003,0.1432198862322327,0.15337218692292526,4041.3999999999996,False,180
2019-12-27,4022.0278,0.20325984801210092,0.009645972423952848,-0.01123675963168741,0.8743935309973045,2002,2003,0.1487709753768878,0.15841694780084065,4044.2000000000003,False,180
2019-12-30,4081.6334,0.21438312149571045,0.015558891169206335,-0.009886318966899316,0.8642907166757451,2002,2003,0.16129216918067146,0.1768510603498778,4105.2,False,180
2019-12-31,4096.5821,0.2224156275914991,0.011603968878230841,-0.013438799359324904,0.8513697696606243,2002,2003,0.16893679643739848,0.18054076531562932,4121.400000000001,False,186
2020-01-02,4152.2408,0.2424962932649106,0.004778353895059151,-0.009763082259232725,0.8595917378399661,2002,2003,0.1878368210664057,0.19261517496146485,4177.4,False,198
2020-01-03,4144.9649,0.22671081910927424,0.016969542997523762,-0.019741689501816345,0.8288596152786198,2002,2003,0.17739232808088964,0.1943618710784134,4166.4,False,204
2020-01-06,4129.2954,0.22662297680349577,0.016369299419578764,-0.021006156915394425,0.7801421869710307,2002,2003,0.18301456395232435,0.19938386337190311,4153.4,False,204
2020-01-07,4160.2274,0.22843274385157603,0.01445991940825142,-0.020087247279056558,0.7752349816101348,2002,2003,0.18651455432675085,0.20097447373500227,4176.8,False,204
2020-01-08,4112.3172,0.22742740005227502,0.01036739169889922,-0.022759941435367775,0.7440210696232106,2002,2003,0.18779199499083882,0.19815938668973804,4135.0,False,204
2020-01-09,4164.3697,0.21794365056744994,0.0142796953927887,-0.020455718406375417,0.7545115648563925,2002,2003,0.18204159023133565,0.19632128562412435,4174.6,False,204
2020-01-10,4163.1849,0.2117460091266558,0.013700062108030209,-0.012663313121601488,0.7647912575770511,2002,2003,0.17895804053517644,0.19265810264320665,4178.599999999999,False,204
2020-01-13,4203.9883,0.19597256740481553,0.014985981977787388,-0.01115373632202743,0.7625304340525565,2002,2003,0.17187931180658078,0.18686529378436817,4222.4,False,204
2020-01-14,4189.8862,0.18522008545384433,0.01881447550085988,-0.007184199737391289,0.7558531142219517,2002,2003,0.1645723646355418,0.1833868401364017,4211.400000000001,False,216
2020-01-15,4166.7344,0.18271646356337307,0.01835957777762018,-0.00441405722892696,0.7489546289421236,2002,2003,0.16452710133387974,0.18288667911149992,4180.6,False,216
2020-01-16,4149.0434,0.16954362934323478,0.01926215440578577,-0.0009648763766132717,0.7379914291037823,2002,2003,0.15477145045430746,0.17403360486009323,4174.599999999999,False,216
2020-01-17,4154.853,0.1573584354644322,0.01863773185999487,-0.007836976669674589,0.7282030737854177,2002,2003,0.1456856024217332,0.16432333428172807,4175.400000000001,False,216
2020-01-20,4185.8304,0.15175117675819785,0.019986553580786937,-0.004495912712018574,0.7211538461538461,2002,2003,0.14693244508796957,0.1669189986687565,4206.799999999999,False,216
